timestamp,direction,signal_quality,attention,meditation,raw,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
1769365374.77152,DOWN,0,0,0,0,19,23,11,22,36,36,38,28
1769365379.79443,CLICK,0,0,0,0,19,23,11,22,36,36,38,28
1769365384.815719,IDLE,7,0,0,0,19,23,11,22,36,36,38,28
1769365389.839499,UP,0,0,0,0,19,23,11,22,36,36,38,28
1769365394.861463,DOWN,0,42,46,0,9,35,37,29,31,25,32,26
1769365399.8843808,DOWN,0,0,0,0,9,35,37,29,31,25,32,26
1769365404.9052403,LEFT,0,0,0,0,9,35,37,29,31,25,32,26
1769365409.9262776,IDLE,4,0,0,0,9,35,37,29,31,25,32,26
1769365414.946879,CLICK,3,0,0,0,9,35,37,29,31,25,32,26
1769365419.968935,CLICK,3,0,0,0,9,35,37,29,31,25,32,26
1769365424.9917977,DOWN,0,0,0,0,9,35,37,29,31,25,32,26
1769365430.011313,CLICK,0,0,0,0,9,35,37,29,31,25,32,26
1769365435.0345893,UP,0,0,0,0,9,35,37,29,31,25,32,26
1769365440.056688,UP,0,0,0,0,9,35,37,29,31,25,32,26
1769365445.0787036,RIGHT,3,0,0,0,9,35,37,29,31,25,32,26
1769365450.099864,UP,0,0,0,0,9,35,37,29,31,25,32,26
1769365455.1237624,DOWN,2,0,0,0,9,35,37,29,31,25,32,26
1769365460.147012,CLICK,2,0,0,0,9,35,37,29,31,25,32,26
1769365465.1716306,RIGHT,0,0,0,0,9,35,37,29,31,25,32,26
1769365470.1947224,LEFT,0,0,0,0,9,35,37,29,31,25,32,26
1769365475.2167575,CLICK,8,0,0,0,16,36,24,30,17,38,40,26
1769365480.2395215,CLICK,0,0,0,0,17,31,26,27,25,29,37,25
1769365485.26347,LEFT,5,0,0,0,21,28,7,25,38,20,32,40
1769365490.2834282,DOWN,0,0,0,0,21,28,7,25,38,20,32,40
1769365495.3056176,CLICK,0,39,45,0,26,49,63,19,38,29,23,46
1769365500.3253105,UP,0,43,36,0,13,23,32,2,23,22,18,45
1769365505.3479486,IDLE,3,0,0,0,13,23,32,2,23,22,18,45
1769365510.3725247,UP,2,0,0,0,13,23,32,2,23,22,18,45
1769365515.3972862,IDLE,22,0,0,0,13,23,32,2,23,22,18,45
1769365520.4195578,RIGHT,22,0,0,0,13,23,32,2,23,22,18,45
1769365525.440185,RIGHT,21,0,0,0,13,23,32,2,23,22,18,45
1769365530.4595942,UP,36,0,0,0,13,23,32,2,23,22,18,45
1769365535.4790947,CLICK,26,0,0,0,13,23,32,2,23,22,18,45
1769365540.4988632,RIGHT,26,0,0,0,13,23,32,2,23,22,18,45
1769365545.5197833,CLICK,48,0,0,0,13,23,32,2,23,22,18,45
1769365550.5407574,LEFT,3,0,0,0,13,23,32,2,23,22,18,45
1769365555.56188,CLICK,0,0,0,0,13,23,32,2,23,22,18,45
1769365560.5823123,UP,0,68,34,0,31,29,4,22,43,32,31,41
1769365565.6031878,DOWN,0,0,0,0,10,39,30,39,35,35,19,36
1769365570.623477,CLICK,0,0,0,0,52,33,32,15,39,36,36,41
1769365575.64368,UP,0,33,44,0,8,10,39,28,50,27,26,38
1769365580.6642678,IDLE,0,0,0,0,17,32,23,23,21,20,30,40
1769365585.6876206,LEFT,0,40,37,0,46,39,38,36,27,36,32,42
1769365590.7090273,UP,0,52,41,0,11,31,30,16,22,34,31,28
1769365595.7316067,IDLE,0,48,44,0,29,35,19,7,28,30,33,51
1769365600.7542732,IDLE,0,62,36,0,18,35,15,19,24,36,26,34
1769365605.7786283,RIGHT,0,60,37,0,15,44,10,24,24,39,37,22
1769365610.801951,LEFT,0,53,31,0,25,25,24,14,27,28,38,54
1769365615.8247857,LEFT,0,0,0,0,27,41,11,14,26,21,24,34
1769365620.8445485,RIGHT,0,0,0,0,27,41,11,14,26,21,24,34
1769365625.8676422,CLICK,0,0,0,0,27,41,11,14,26,21,24,34
1769365630.8879128,UP,5,0,0,0,27,41,11,14,26,21,24,34
1769365635.9091947,IDLE,0,0,0,0,27,41,11,14,26,21,24,34
1769365640.9317484,LEFT,0,0,0,0,27,41,11,14,26,21,24,34
1769365645.9533522,LEFT,35,0,0,0,27,41,11,14,26,21,24,34
1769365650.975988,IDLE,12,0,0,0,27,41,11,14,26,21,24,34
1769365655.9962902,UP,44,0,0,0,27,41,11,14,26,21,24,34
1769365661.0207424,DOWN,49,0,0,0,27,41,11,14,26,21,24,34
1769365666.039901,DOWN,33,0,0,0,27,41,11,14,26,21,24,34
1769365671.0605974,UP,31,0,0,0,27,41,11,14,26,21,24,34
1769365676.0822546,CLICK,50,0,0,0,27,41,11,14,26,21,24,34
1769365681.101613,RIGHT,50,0,0,0,27,41,11,14,26,21,24,34
1769365825.1290112,IDLE,2,0,0,0,18,24,16,11,33,32,24,28
1769365830.1485603,IDLE,0,0,0,0,21,12,20,23,30,38,32,34
1769365835.1693468,CLICK,1,0,0,0,41,32,23,4,26,27,31,32
1769365840.1887798,LEFT,0,0,0,0,41,32,23,4,26,27,31,32
1769365845.2093065,UP,0,0,0,0,14,34,30,11,21,35,31,43
1769365850.230718,LEFT,0,0,0,0,10,26,16,3,34,30,35,35
1769365855.251311,IDLE,4,0,0,0,10,26,16,3,34,30,35,35
1769365860.2713006,UP,0,0,0,0,15,24,11,7,35,30,20,23
1769365865.296168,IDLE,0,0,0,0,15,24,11,7,35,30,20,23
1769365870.3169036,LEFT,0,0,0,0,8,22,25,31,32,23,20,27
1769365875.3391542,DOWN,0,0,0,0,8,22,25,31,32,23,20,27
1769365880.3599784,IDLE,0,0,0,0,8,22,25,31,32,23,20,27
1769365885.3820195,CLICK,1,0,0,0,23,48,27,11,38,30,27,35
1769365890.406005,CLICK,0,55,37,0,60,33,19,25,23,24,28,35
1769365895.4260137,DOWN,9,0,0,0,45,10,31,20,29,38,30,34
1769365905.4513748,IDLE,0,33,53,0,10,36,39,26,35,37,33,33
1769365910.472468,RIGHT,0,42,55,0,56,34,25,35,38,21,37,32
1769365915.4953537,LEFT,0,0,0,0,56,34,25,35,38,21,37,32
1769365920.5176835,CLICK,0,54,40,0,63,36,20,25,27,27,16,47
1769365925.538808,LEFT,0,0,0,0,63,36,20,25,27,27,16,47
1769365930.5598216,CLICK,0,0,0,0,63,36,20,25,27,27,16,47
1769365935.5814178,IDLE,0,0,0,0,21,57,19,13,49,26,33,46
1769365940.600853,DOWN,0,0,0,0,25,49,24,24,30,26,27,39
1769365945.6237395,DOWN,0,0,0,0,25,27,28,29,19,20,44,34
1769365950.6452632,UP,0,0,0,0,25,27,28,29,19,20,44,34
1769365955.6667242,IDLE,0,0,0,0,27,23,18,30,26,29,27,31
1769365960.68743,UP,0,0,0,0,14,27,20,38,33,30,46,20
1769365965.7104564,DOWN,4,0,0,0,30,29,38,6,29,42,32,26
1769365970.7309804,IDLE,0,64,39,0,21,26,22,6,34,23,36,31
1769365975.755174,DOWN,0,0,0,0,26,25,29,25,32,17,44,19
1769365980.7779286,LEFT,0,0,0,0,23,54,26,25,42,25,18,40
1769365985.7985249,IDLE,0,0,0,0,31,33,28,12,32,26,25,37
1769365990.820087,IDLE,0,0,0,0,31,14,16,21,43,30,34,32
1769365995.8412025,DOWN,0,0,0,0,26,23,24,6,20,29,38,15
1769366000.862077,LEFT,0,0,0,0,33,50,28,33,35,32,40,27
1769366005.8855178,DOWN,0,0,0,0,16,40,36,29,41,26,29,27
1769366010.908783,LEFT,0,0,0,0,19,34,32,27,41,36,54,26
1769366015.9317014,CLICK,9,0,0,0,19,34,32,27,41,36,54,26
1769366020.9536078,RIGHT,6,0,0,0,17,36,16,21,13,32,25,26
1769366025.9749084,DOWN,0,61,36,0,21,20,17,28,19,25,29,18
1769366030.9941075,IDLE,0,56,36,0,25,30,24,9,26,25,27,22
1769366036.0120468,RIGHT,0,0,0,0,25,30,24,9,26,25,27,22
1769366041.0328538,LEFT,0,0,0,0,25,53,11,19,40,36,33,38
1769366046.0549717,LEFT,0,0,0,0,27,44,22,15,29,42,33,28
1769366051.0752454,RIGHT,0,0,0,0,12,39,29,28,43,30,22,37
1769366056.0971394,LEFT,8,0,0,0,37,24,20,24,31,28,30,43
1769366061.1196358,UP,0,0,0,0,4,42,27,24,24,40,29,30
1769366066.1414793,RIGHT,0,45,46,0,16,21,41,20,29,15,40,45
1769366071.1636522,DOWN,0,56,41,0,8,27,21,20,32,22,35,39
1769366076.186215,CLICK,0,0,0,0,8,27,21,20,32,22,35,39
1769366081.2082894,IDLE,0,0,0,0,6,53,14,37,28,23,32,39
1769366086.2288976,RIGHT,0,0,0,0,26,19,24,23,25,25,30,42
1769366091.2497752,LEFT,0,0,0,0,26,19,24,23,25,25,30,42
1769366096.2716172,LEFT,0,0,0,0,32,18,35,30,25,30,25,27
1769366101.294366,UP,6,0,0,0,32,15,26,25,34,36,42,35
1769366106.313608,IDLE,0,0,0,0,32,15,26,25,34,36,42,35
1769366111.3369913,RIGHT,0,44,49,0,27,54,46,9,34,43,26,19
1769366116.360688,RIGHT,0,0,0,0,27,54,46,9,34,43,26,19
1769366121.383017,IDLE,0,0,0,0,31,26,24,24,28,31,31,24
1769366126.4031582,CLICK,9,0,0,0,24,26,23,3,27,33,34,37
1769366131.424277,LEFT,0,0,0,0,24,26,23,3,27,33,34,37
1769366136.443018,DOWN,0,0,0,0,23,35,39,16,38,27,33,31
1769366141.462654,UP,0,0,0,0,30,32,43,20,26,30,21,31
1769366146.4854336,IDLE,0,0,0,0,34,45,14,22,20,39,30,30
1769366151.5069103,RIGHT,0,0,0,0,34,45,14,22,20,39,30,30
1769366156.5284455,IDLE,0,0,0,0,26,41,21,38,33,32,19,39
1769366161.5486825,DOWN,0,0,0,0,17,30,19,7,44,24,35,35
1769366166.56963,LEFT,3,0,0,0,44,37,22,13,33,21,25,29
1769366171.588331,LEFT,0,0,0,0,24,33,31,15,36,37,37,29
1769366176.609682,IDLE,0,0,0,0,19,43,22,9,33,26,29,28
1769366181.6289694,UP,0,0,0,0,15,26,14,12,20,31,35,23
1769366186.6489062,LEFT,0,0,0,0,21,29,27,14,36,20,26,40
1769366191.6696312,IDLE,0,0,0,0,55,21,21,20,21,18,38,37
1769366196.6905415,RIGHT,10,0,0,0,9,12,25,21,36,33,27,42
1769366201.713035,LEFT,0,0,0,0,8,21,24,19,38,27,31,31
1769366206.73623,LEFT,0,0,0,0,15,31,25,11,46,37,30,40
1769366211.7572212,UP,12,0,0,0,19,21,8,10,31,30,34,28
1769366216.778104,LEFT,0,60,42,0,24,37,20,8,21,40,18,34
1769366221.7993038,UP,11,0,0,0,12,34,29,16,18,19,27,25
1769366226.8202903,DOWN,0,0,0,0,38,55,25,20,29,45,34,27
1769366231.8395524,UP,0,0,0,0,5,30,33,24,36,36,22,23
1769366236.8619993,DOWN,11,0,0,0,29,38,12,24,33,19,31,28
1769366241.8816233,IDLE,0,0,0,0,28,14,14,20,28,24,34,22
1769366246.902465,RIGHT,0,58,34,0,38,20,26,21,34,32,29,43
1769366251.9239955,DOWN,0,0,0,0,38,20,26,21,34,32,29,43
1769366256.9457278,LEFT,0,0,0,0,30,40,26,17,32,33,31,25
1769366261.967448,RIGHT,0,0,0,0,9,41,30,10,41,25,43,22
1769366266.991957,LEFT,0,0,0,0,36,52,24,9,37,33,25,30
1769366272.0134394,CLICK,0,0,0,0,48,36,17,12,28,33,45,36
1769366277.036416,RIGHT,0,0,0,0,34,42,50,13,28,25,29,32
1769366282.057104,UP,0,0,0,0,13,31,16,15,25,27,32,40
1769366287.0777273,RIGHT,13,0,0,0,20,46,10,13,17,36,29,45
1769366292.099718,UP,0,0,0,0,14,7,19,23,19,35,29,31
1769366297.1222336,RIGHT,0,0,0,0,15,29,30,14,29,20,35,39
1769366302.1436806,CLICK,0,0,0,0,14,22,25,33,41,36,27,24
1769366307.16528,DOWN,0,0,0,0,18,9,16,19,20,32,37,27
1769366312.1864154,LEFT,12,0,0,0,20,30,30,23,30,32,36,28
1769366317.2081585,IDLE,0,0,0,0,14,26,26,25,34,35,29,35
1769366322.230806,LEFT,0,0,0,0,27,15,22,23,27,30,33,34
1769366327.2540011,IDLE,0,0,0,0,25,28,11,17,29,34,38,35
1769366332.274545,UP,0,0,0,0,30,36,18,8,31,29,41,31
1769366337.2953403,IDLE,0,0,0,0,49,15,17,32,31,22,31,34
1769366342.314527,UP,0,0,0,0,12,40,14,44,32,28,32,24
1769366347.3336866,RIGHT,0,0,0,0,43,22,11,13,28,32,35,27
1769366352.357219,IDLE,0,0,0,0,19,50,7,28,22,38,20,29
1769366357.3806777,RIGHT,0,0,0,0,19,50,7,28,22,38,20,29
1769366362.4045603,CLICK,0,0,0,0,13,37,22,23,37,34,36,41
1769366367.42548,DOWN,0,0,0,0,22,28,13,20,46,41,45,43
1769366372.447596,UP,5,0,0,0,32,32,23,31,26,12,25,54
1769366377.4704576,RIGHT,0,0,0,0,32,32,23,31,26,12,25,54
1769366382.49195,CLICK,0,0,0,0,27,39,24,21,23,44,28,45
1769366387.5117707,RIGHT,9,0,0,0,18,41,31,19,25,38,36,42
1769366392.532403,RIGHT,0,0,0,0,10,31,8,27,33,28,22,33
1769366397.5524,RIGHT,0,63,32,0,32,25,11,18,28,28,28,40
1769366402.5757034,RIGHT,0,0,0,0,21,46,30,12,29,14,21,36
1769366407.5967956,LEFT,0,55,46,0,14,19,18,12,31,34,38,28
1769366412.6186152,LEFT,0,0,0,0,14,19,18,12,31,34,38,28
1769366417.6420462,DOWN,0,65,34,0,12,25,5,21,40,25,28,32
1769366422.6658463,UP,0,0,0,0,12,25,5,21,40,25,28,32
1769366427.6846676,CLICK,3,0,0,0,36,27,20,21,36,29,25,23
1769366432.7063842,RIGHT,0,0,0,0,36,27,20,21,36,29,25,23
1769366437.7287493,CLICK,0,0,0,0,26,23,18,19,41,32,21,29
1769366442.7498636,IDLE,0,0,0,0,17,29,17,28,29,37,32,45
1769366447.771803,DOWN,14,0,0,0,34,34,11,9,22,28,36,37
1769366452.7930408,UP,0,0,0,0,26,24,21,24,34,45,38,21
1769366457.8138251,LEFT,15,0,0,0,9,12,35,15,34,24,28,50
1769366462.836239,RIGHT,11,0,0,0,16,27,13,30,34,30,27,26
1769366467.8560066,UP,0,0,0,0,31,14,21,25,19,28,25,44
1769366472.876054,IDLE,0,0,0,0,31,18,19,15,26,20,30,44
1769366477.8977542,CLICK,4,0,0,0,28,8,19,40,22,32,16,20
1769366482.9167542,IDLE,0,0,0,0,28,8,19,40,22,32,16,20
1769366487.9389148,IDLE,0,0,0,0,24,34,28,14,32,36,36,35
1769366492.96232,DOWN,6,0,0,0,22,48,17,26,41,30,27,29
1769366497.9832177,CLICK,0,0,0,0,22,48,17,26,41,30,27,29
1769366503.0068643,IDLE,0,0,0,0,19,32,16,29,21,25,30,29
1769366508.031595,RIGHT,0,0,0,0,19,32,16,29,21,25,30,29
1769366513.0541668,CLICK,7,0,0,0,28,28,38,15,35,43,22,22
1769366518.0764155,IDLE,0,0,0,0,27,20,22,10,22,36,25,38
1769366523.1004505,RIGHT,1,0,0,0,27,20,22,10,22,36,25,38
1769366528.124302,DOWN,9,0,0,0,41,31,22,6,22,29,36,29
1769366533.146256,LEFT,0,0,0,0,41,31,22,6,22,29,36,29
1769366538.1670218,DOWN,0,0,0,0,26,9,18,26,40,22,35,19
1769366543.1908174,DOWN,0,0,0,0,23,26,17,23,25,34,40,35
1769366548.2141385,RIGHT,0,0,0,0,13,37,14,17,22,34,25,48
1769367239.2659378,IDLE,32,0,0,0,17,18,15,8,23,28,39,35
1769367244.2874415,RIGHT,25,0,0,0,17,18,15,8,23,28,39,35
1769367249.3080366,IDLE,25,0,0,0,17,18,15,8,23,28,39,35
1769367254.3285658,IDLE,26,0,0,0,17,18,15,8,23,28,39,35
1769367259.3506372,DOWN,30,0,0,0,17,18,15,8,23,28,39,35
1769367264.3696232,LEFT,22,0,0,0,17,18,15,8,23,28,39,35
1769367269.3904288,DOWN,20,0,0,0,17,18,15,8,23,28,39,35
1769367274.4112284,CLICK,34,0,0,0,17,18,15,8,23,28,39,35
1769367279.4349718,IDLE,31,0,0,0,17,18,15,8,23,28,39,35
1769367284.455487,RIGHT,34,0,0,0,17,18,15,8,23,28,39,35
1769367289.4758525,RIGHT,29,0,0,0,17,18,15,8,23,28,39,35
1769367294.4967947,RIGHT,29,0,0,0,17,18,15,8,23,28,39,35
1769367299.5168822,UP,32,0,0,0,17,18,15,8,23,28,39,35
1769367304.5374024,DOWN,26,0,0,0,17,18,15,8,23,28,39,35
1769367309.561798,CLICK,23,0,0,0,17,18,15,8,23,28,39,35
1769367314.5808697,RIGHT,17,0,0,0,17,18,15,8,23,28,39,35
1769367319.6040995,DOWN,15,0,0,0,17,18,15,8,23,28,39,35
1769367324.6265326,LEFT,20,0,0,0,17,18,15,8,23,28,39,35
1769367329.6497054,DOWN,18,0,0,0,17,18,15,8,23,28,39,35
1769367334.670697,IDLE,18,0,0,0,17,18,15,8,23,28,39,35
1769367339.6914282,RIGHT,23,0,0,0,17,18,15,8,23,28,39,35
1769367344.7098489,CLICK,28,0,0,0,17,18,15,8,23,28,39,35
1769367476.2284825,DOWN,41,0,0,0,24,61,19,35,43,30,35,39
1769367481.2461288,CLICK,13,0,0,0,24,61,19,35,43,30,35,39
1769367486.266297,IDLE,0,0,0,0,24,61,19,35,43,30,35,39
1769367491.2848349,UP,0,0,0,0,27,32,19,25,35,43,21,25
1769367496.3057303,UP,0,0,0,0,24,41,8,18,24,26,30,31
1769367501.3259711,CLICK,0,0,0,0,47,22,39,33,26,35,42,31
1769367506.346354,UP,0,0,0,0,26,61,48,8,17,23,30,40
1769367511.3647332,CLICK,18,0,0,0,3,48,23,12,21,23,42,37
1769367516.3844876,DOWN,37,0,0,0,3,48,23,12,21,23,42,37
1769367521.409834,LEFT,57,0,0,0,3,48,23,12,21,23,42,37
1769367526.4326334,DOWN,61,0,0,0,3,48,23,12,21,23,42,37
1769367531.4529636,UP,57,0,0,0,3,48,23,12,21,23,42,37
1769367536.4756644,LEFT,0,0,0,0,3,48,23,12,21,23,42,37
1769367541.496086,UP,50,0,0,0,3,48,23,12,21,23,42,37
1769367546.519055,DOWN,43,0,0,0,3,48,23,12,21,23,42,37
1769367551.5414443,LEFT,43,0,0,0,3,48,23,12,21,23,42,37
1769367556.5644605,CLICK,51,0,0,0,3,48,23,12,21,23,42,37
1769367561.586412,RIGHT,47,0,0,0,3,48,23,12,21,23,42,37
1769367566.6061163,RIGHT,41,0,0,0,3,48,23,12,21,23,42,37
1769368057.7115622,LEFT,15,0,0,0,54,50,25,28,32,43,39,33
1769368062.7318866,DOWN,0,0,0,0,54,50,25,28,32,43,39,33
1769368067.7508807,IDLE,58,0,0,0,54,50,25,28,32,43,39,33
1769368072.7728572,DOWN,52,0,0,0,54,50,25,28,32,43,39,33
1769368077.7910595,CLICK,47,0,0,0,54,50,25,28,32,43,39,33
1769368082.812085,LEFT,43,0,0,0,54,50,25,28,32,43,39,33
1769368087.8347256,UP,52,0,0,0,54,50,25,28,32,43,39,33
1769368092.8549478,RIGHT,46,0,0,0,54,50,25,28,32,43,39,33
1769368381.8967366,IDLE,0,61,34,0,15,24,25,17,35,31,38,38
1769368386.9173207,IDLE,0,57,44,0,13,28,7,28,38,29,30,39
1769368391.9355817,RIGHT,0,45,42,0,18,32,23,22,30,31,32,46
1769368396.9571185,UP,0,58,30,0,23,16,29,11,25,27,27,38
1769368401.9773376,CLICK,0,47,44,0,11,65,33,10,35,42,26,32
1769368406.9976048,CLICK,0,50,39,0,23,63,23,22,23,30,31,43
1769368412.020692,LEFT,0,63,40,0,29,37,16,19,42,35,29,33
1769368417.0427444,DOWN,0,35,42,0,28,31,38,26,30,30,31,38
1769368422.0638769,CLICK,0,49,40,0,42,38,17,29,30,24,46,28
1769368427.0824356,UP,5,0,0,0,15,32,22,22,41,36,34,39
1769368432.104245,LEFT,0,0,0,0,15,32,22,22,41,36,34,39
1769368437.1254284,LEFT,0,0,0,0,15,32,22,22,41,36,34,39
1769368442.1463382,RIGHT,4,0,0,0,15,32,22,22,41,36,34,39
1769368447.167045,UP,0,0,0,0,15,32,22,22,41,36,34,39
1769368452.1892176,RIGHT,0,0,0,0,15,32,22,22,41,36,34,39
1769368457.2088668,IDLE,0,0,0,0,15,32,22,22,41,36,34,39
1769368462.2301283,IDLE,0,0,0,0,15,32,22,22,41,36,34,39
1769368467.2489674,DOWN,0,0,0,0,15,32,22,22,41,36,34,39
1769368472.2686465,DOWN,0,0,0,0,15,32,22,22,41,36,34,39
1769368477.2864482,CLICK,5,0,0,0,15,32,22,22,41,36,34,39
1769368482.309863,UP,8,0,0,0,19,55,15,20,22,25,37,15
1769368487.3311546,UP,0,0,0,0,19,55,15,20,22,25,37,15
1769368492.3524723,LEFT,5,0,0,0,19,55,15,20,22,25,37,15
1769368497.373414,CLICK,0,0,0,0,19,55,15,20,22,25,37,15
1769368502.39409,CLICK,3,0,0,0,19,55,15,20,22,25,37,15
1769368507.4168806,DOWN,0,0,0,0,19,55,15,20,22,25,37,15
1769368512.4359455,CLICK,0,0,0,0,19,55,15,20,22,25,37,15
1769368517.4598432,IDLE,0,0,0,0,19,55,15,20,22,25,37,15
1769368522.480154,IDLE,5,0,0,0,19,55,15,20,22,25,37,15
1769368527.5019352,LEFT,6,0,0,0,19,55,15,20,22,25,37,15
1769368532.5252535,IDLE,0,0,0,0,19,55,15,20,22,25,37,15
1769368537.5481634,RIGHT,0,0,0,0,19,55,15,20,22,25,37,15
1769368542.5679605,IDLE,9,0,0,0,25,18,21,13,38,44,22,32
1769368547.5904496,LEFT,0,0,0,0,25,18,21,13,38,44,22,32
1769368552.612003,RIGHT,0,0,0,0,31,37,8,9,26,25,36,32
1769368557.6354282,DOWN,1,0,0,0,31,37,8,9,26,25,36,32
1769368562.6572022,CLICK,0,0,0,0,31,37,8,9,26,25,36,32
1769368567.6773577,UP,0,0,0,0,13,32,16,23,26,38,26,24
1769368572.6979558,CLICK,0,0,0,0,43,16,8,5,47,34,27,33
1769368577.717914,CLICK,3,0,0,0,43,16,8,5,47,34,27,33
1769368582.736113,UP,0,0,0,0,43,16,8,5,47,34,27,33
1769368587.756317,RIGHT,2,0,0,0,43,16,8,5,47,34,27,33
1769368592.778957,CLICK,0,0,0,0,43,16,8,5,47,34,27,33
1769368597.8004165,RIGHT,2,0,0,0,43,16,8,5,47,34,27,33
1769368602.8222394,RIGHT,0,0,0,0,11,22,34,31,37,33,30,35
1769368607.844498,UP,0,0,0,0,10,26,15,22,33,40,20,25
1769368612.8683827,CLICK,0,0,0,0,29,39,19,22,27,26,28,24
1769368617.8916163,UP,0,0,0,0,22,29,21,16,22,33,33,42
1769368622.9131997,UP,0,0,0,0,14,24,35,39,34,20,32,26
1769368627.9362657,DOWN,13,0,0,0,11,11,21,36,26,18,35,43
1769368632.956431,RIGHT,0,0,0,0,25,39,9,17,22,52,39,33
1769368637.9781291,IDLE,0,0,0,0,31,22,36,11,31,38,38,37
1769368642.998392,IDLE,0,0,0,0,19,21,15,29,24,32,33,27
1769368648.019472,RIGHT,0,0,0,0,16,16,25,15,42,47,29,29
1769368653.042696,UP,0,0,0,0,16,26,32,38,26,35,25,16
1769368658.0656507,UP,0,0,0,0,16,26,32,38,26,35,25,16
1769368663.0878105,DOWN,0,0,0,0,16,19,25,23,27,27,35,22
1769368668.1105382,CLICK,0,0,0,0,10,29,15,10,25,30,42,28
1769368673.1335793,RIGHT,0,0,0,0,17,48,8,20,20,34,34,37
1769368678.155656,LEFT,0,0,0,0,25,11,34,22,28,25,29,25
1769368683.17347,IDLE,11,0,0,0,15,57,28,2,26,30,24,34
1769368688.1974273,RIGHT,2,0,0,0,36,14,22,33,34,13,28,31
1769368693.2186606,LEFT,0,68,35,0,31,45,18,11,26,39,42,38
1769368698.238937,CLICK,0,0,0,0,29,20,26,14,16,34,35,33
1769368703.261351,RIGHT,0,0,0,0,25,28,12,26,34,29,26,34
1769368708.282009,RIGHT,0,0,0,0,25,18,18,46,22,27,28,32
1769368713.3028607,DOWN,0,0,0,0,19,22,26,5,22,34,27,27
1769368718.3253422,UP,14,0,0,0,31,22,21,28,20,29,30,56
1769368723.344561,DOWN,0,59,45,0,20,35,18,8,33,29,32,31
1769368728.3671212,UP,8,0,0,0,21,46,20,9,28,31,33,34
1769368733.3891852,LEFT,0,0,0,0,10,15,11,37,23,18,37,41
1769368738.4130163,IDLE,0,0,0,0,26,20,20,35,30,29,19,23
1769368743.4357023,RIGHT,0,0,0,0,5,24,14,16,24,36,28,28
1769368748.4583795,DOWN,0,0,0,0,22,33,21,22,30,34,36,27
1769368753.4777343,LEFT,6,0,0,0,48,42,19,8,46,30,21,23
1769368758.4987743,RIGHT,5,0,0,0,48,42,19,8,46,30,21,23
1769368763.520422,LEFT,1,0,0,0,18,30,7,13,21,25,30,40
1769368768.5409782,IDLE,0,0,0,0,18,30,7,13,21,25,30,40
1769368773.5600944,LEFT,0,0,0,0,11,24,10,20,32,16,25,34
1769368778.5817146,IDLE,0,0,0,0,16,24,23,31,29,38,32,28
1769368783.6033542,LEFT,0,0,0,0,9,21,7,25,38,18,44,47
1769368788.627343,DOWN,0,0,0,0,37,35,19,13,39,22,22,35
1769368793.6480536,LEFT,1,0,0,0,37,35,19,13,39,22,22,35
1769368798.6676342,DOWN,0,0,0,0,19,14,14,14,20,29,46,27
1769368803.6919885,LEFT,4,0,0,0,19,14,14,14,20,29,46,27
1769368808.7153704,IDLE,0,0,0,0,11,31,24,24,32,29,31,18
1769368813.7373269,RIGHT,0,0,0,0,35,25,23,12,38,18,21,35
1769368818.7576354,UP,0,0,0,0,14,38,18,27,30,26,26,44
1769368823.7786765,IDLE,0,0,0,0,56,38,15,24,45,11,34,27
1769368828.796792,CLICK,0,0,0,0,31,34,33,28,17,43,24,50
1769368833.8179393,DOWN,0,0,0,0,15,42,21,15,18,29,32,32
1769368838.8401506,UP,0,0,0,0,21,6,15,21,27,23,34,33
1769368843.858569,UP,8,0,0,0,8,12,18,22,30,25,34,40
1769368848.8785312,IDLE,0,77,29,0,22,38,17,7,51,24,43,38
1769368853.8989923,CLICK,6,0,0,0,22,38,17,7,51,24,43,38
1769368858.921017,CLICK,0,0,0,0,35,49,14,12,36,24,30,35
1769368863.943713,UP,5,0,0,0,40,21,18,13,34,41,44,48
1769368868.9611874,UP,1,0,0,0,40,21,18,13,34,41,44,48
1769368873.9836206,LEFT,0,0,0,0,40,21,18,13,34,41,44,48
1769368879.0038028,UP,16,0,0,0,40,21,18,13,34,41,44,48
1769368884.0266483,UP,0,0,0,0,40,21,18,13,34,41,44,48
1769368889.047989,DOWN,4,0,0,0,24,26,12,18,28,23,22,42
1769368894.071084,LEFT,10,0,0,0,26,7,15,22,31,30,29,23
1769368899.0916214,LEFT,0,0,0,0,26,7,15,22,31,30,29,23
1769368904.112466,CLICK,3,0,0,0,15,16,16,14,24,31,37,35
1769368909.1348772,RIGHT,6,0,0,0,32,34,16,14,41,36,27,47
1769368914.1547356,UP,0,0,0,0,32,34,16,14,41,36,27,47
1769368919.177467,DOWN,0,0,0,0,23,29,27,27,23,18,33,32
1769368924.1977775,IDLE,0,0,0,0,10,23,17,21,16,29,29,28
1769368929.219461,CLICK,0,0,0,0,43,46,13,16,32,42,31,27
1769368934.2410822,LEFT,0,0,0,0,18,46,11,21,45,27,18,28
1769368939.2646096,IDLE,4,0,0,0,18,46,11,21,45,27,18,28
1769368944.2858815,CLICK,0,0,0,0,67,25,22,6,33,31,35,40
1769368949.3050327,RIGHT,0,0,0,0,67,25,22,6,33,31,35,40
1769368954.3292148,LEFT,0,0,0,0,26,13,10,28,31,32,23,22
1769368959.349119,IDLE,0,0,0,0,23,44,18,18,35,30,35,33
