timestamp,direction,signal_quality,attention,meditation,raw,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,beta_alpha_ratio,alpha_theta_ratio,engagement_ratio,norm_att,norm_med,norm_beta
1769454422.9292567,DOWN,2,0,0,0,13,31,28,9,29,29,16,44,1.5263157894736843,1.15625,0.8405797101449275,0.0,0.0,-35.519999999999996
1769454424.9348886,DOWN,0,0,0,0,13,31,28,9,29,29,16,44,1.5263157894736843,1.15625,0.8405797101449275,0.0,0.0,-35.519999999999996
1769454426.9391952,DOWN,1,0,0,0,16,47,21,36,39,25,40,25,1.103448275862069,1.1875,0.6095238095238096,0.0,0.0,-29.519999999999996
1769454428.9452214,DOWN,0,0,0,0,16,47,21,36,39,25,40,25,1.103448275862069,1.1875,0.6095238095238096,0.0,0.0,-29.519999999999996
1769454430.9506762,DOWN,0,0,0,0,23,37,35,46,39,30,28,30,0.8414634146341463,2.1315789473684212,0.5798319327731093,0.0,0.0,-24.519999999999996
1769454432.9568458,DOWN,3,0,0,0,14,37,32,14,35,44,23,34,1.6808510638297873,1.2105263157894737,0.9404761904761905,0.0,0.0,-14.519999999999996
1769454434.9616358,DOWN,0,0,0,0,14,37,32,14,35,44,23,34,1.6808510638297873,1.2105263157894737,0.9404761904761905,0.0,0.0,-14.519999999999996
1769454436.9676998,DOWN,0,0,0,0,16,35,29,30,51,27,26,30,1.3,1.6388888888888888,0.8210526315789474,0.0,0.0,-15.519999999999996
1769454438.9739976,DOWN,0,0,0,0,16,35,29,30,51,27,26,30,1.3,1.6388888888888888,0.8210526315789474,0.0,0.0,-15.519999999999996
1769454440.9794374,DOWN,0,0,0,0,18,67,32,21,51,22,43,34,1.3518518518518519,0.7794117647058824,0.6033057851239669,0.0,0.0,-20.519999999999996
1769454442.9861183,DOWN,0,49,42,0,26,18,22,38,57,25,26,38,1.3442622950819672,3.1578947368421053,1.0379746835443038,49.0,42.0,-11.519999999999996
1769454444.9948547,DOWN,0,0,0,0,26,18,22,38,57,25,26,38,1.3442622950819672,3.1578947368421053,1.0379746835443038,0.0,0.0,-11.519999999999996
1769454447.000906,DOWN,0,0,0,0,31,29,48,28,48,36,29,29,1.0909090909090908,2.533333333333333,0.7924528301886793,0.0,0.0,-9.519999999999996
1769454449.006902,DOWN,0,48,46,0,24,37,44,20,54,33,26,38,1.3384615384615384,1.6842105263157894,0.8529411764705882,48.0,46.0,-6.519999999999996
1769454451.0116608,DOWN,0,0,0,0,24,37,44,20,54,33,26,38,1.3384615384615384,1.6842105263157894,0.8529411764705882,0.0,0.0,-6.519999999999996
1769454453.0173202,DOWN,0,0,0,0,17,48,48,34,36,40,31,29,0.9156626506024096,1.6734693877551021,0.5801526717557252,0.0,0.0,-17.519999999999996
1769454455.0233638,DOWN,0,43,60,0,34,49,40,44,38,25,26,44,0.7411764705882353,1.68,0.4701492537313433,43.0,60.0,-30.519999999999996
