timestamp,direction,signal_quality,attention,meditation,raw,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,beta_alpha_ratio,alpha_theta_ratio,engagement_ratio,norm_att,norm_med,norm_beta
1769453548.593121,UP,0,40,56,0,15,48,59,21,35,38,21,26,0.9012345679012346,1.6326530612244898,0.5658914728682171,-11.270000000000003,17.049999999999997,-2.3700000000000045
1769453550.5999227,UP,0,48,50,0,48,40,68,9,53,31,17,21,1.0769230769230769,1.8780487804878048,0.711864406779661,-3.270000000000003,11.049999999999997,8.629999999999995
1769453552.6055696,UP,0,33,45,0,32,46,88,29,41,40,43,18,0.6864406779661016,2.4893617021276597,0.49390243902439024,-18.270000000000003,6.049999999999997,5.6299999999999955
1769453554.6102643,UP,0,63,38,0,59,32,31,4,49,38,41,35,2.4166666666666665,1.0606060606060606,1.2794117647058822,11.729999999999997,-0.9500000000000028,11.629999999999995
1769453556.6155262,UP,0,38,50,0,21,83,53,36,46,21,33,36,0.7444444444444445,1.0595238095238095,0.3872832369942196,-13.270000000000003,11.049999999999997,-8.370000000000005
1769453558.6218526,UP,0,57,38,0,18,31,30,27,61,35,19,30,1.6551724137931034,1.78125,1.0786516853932584,5.729999999999997,-0.9500000000000028,20.629999999999995
1769453560.6297033,UP,0,55,44,0,25,40,21,32,31,38,43,28,1.2777777777777777,1.2926829268292683,0.7340425531914894,3.729999999999997,5.049999999999997,-6.3700000000000045
1769453562.6346977,UP,0,66,32,0,37,63,30,23,37,24,22,29,1.1296296296296295,0.828125,0.5213675213675214,14.729999999999997,-6.950000000000003,-14.370000000000005
1769453564.6416292,UP,0,68,32,0,29,35,10,29,56,23,50,14,1.975,1.0833333333333333,1.0533333333333332,16.729999999999997,-6.950000000000003,3.6299999999999955
1769453566.647657,UP,0,59,30,0,29,27,41,16,45,37,18,47,1.4137931034482758,2.0357142857142856,0.9647058823529412,7.729999999999997,-8.950000000000003,6.6299999999999955
1769453568.6542995,UP,0,41,41,0,32,58,43,21,36,34,30,28,1.0769230769230769,1.0847457627118644,0.5691056910569106,-10.270000000000003,2.049999999999997,-5.3700000000000045
1769453570.6602075,UP,0,37,44,0,37,31,49,15,31,25,32,61,0.8615384615384616,2.0,0.5833333333333334,-14.270000000000003,5.049999999999997,-19.370000000000005
1769453572.665317,UP,0,42,46,0,24,46,34,31,24,34,31,44,0.8787878787878788,1.3829787234042554,0.5178571428571429,-9.270000000000003,7.049999999999997,-17.370000000000005
1769453574.6693602,UP,0,20,63,0,32,31,56,36,35,31,38,32,0.7096774193548387,2.875,0.532258064516129,-31.270000000000003,24.049999999999997,-9.370000000000005
1769453576.6760669,UP,0,34,62,0,16,72,51,25,32,31,29,21,0.8181818181818182,1.0410958904109588,0.4228187919463087,-17.270000000000003,23.049999999999997,-12.370000000000005
1769453578.6811383,UP,0,43,62,0,28,62,36,38,24,31,42,25,0.7333333333333333,1.1746031746031746,0.40145985401459855,-8.270000000000003,23.049999999999997,-20.370000000000005
1769453580.6868982,UP,0,48,44,0,9,39,25,38,66,34,37,37,1.5625,1.575,0.970873786407767,-3.270000000000003,5.049999999999997,24.629999999999995
1769453582.692061,UP,0,40,45,0,39,43,63,29,35,47,29,30,0.8817204301075269,2.090909090909091,0.6029411764705882,-11.270000000000003,6.049999999999997,6.6299999999999955
1769453584.6983895,UP,0,57,46,0,41,57,26,28,25,39,25,20,1.1636363636363636,0.9310344827586207,0.5714285714285714,5.729999999999997,7.049999999999997,-11.370000000000005
1769453586.704329,UP,0,38,55,0,14,37,82,29,50,25,34,41,0.6696428571428571,2.9210526315789473,0.5033557046979866,-13.270000000000003,16.049999999999997,-0.37000000000000455
