timestamp,direction,signal_quality,attention,meditation,raw,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,norm_att,norm_med,norm_alpha,norm_beta
1769537901.0151885,LEFT,0,0,0,0,0,0,40,60,0,0,0,0,0,0,100,0
1769537901.2162158,LEFT,0,0,0,0,0,0,40,60,0,0,0,0,0,0,100,0
1769537901.4176068,LEFT,0,0,0,0,0,0,40,60,0,0,0,0,0,0,100,0
1769537901.618721,LEFT,0,0,0,0,0,0,47,43,0,0,0,0,0,0,90,0
1769537901.8199208,LEFT,0,0,0,0,0,0,47,43,0,0,0,0,0,0,90,0
1769537902.0209644,LEFT,0,0,0,0,0,0,47,43,0,0,0,0,0,0,90,0
1769537902.2218485,LEFT,0,0,0,0,0,0,47,43,0,0,0,0,0,0,90,0
1769537902.423018,LEFT,0,0,0,0,0,0,47,43,0,0,0,0,0,0,90,0
1769537902.624141,LEFT,0,0,0,0,0,0,47,43,0,0,0,0,0,0,90,0
1769537902.825593,LEFT,0,0,0,0,0,0,28,56,0,0,0,0,0,0,84,0
1769537903.0266666,LEFT,0,0,0,0,0,0,28,56,0,0,0,0,0,0,84,0
1769537903.228182,LEFT,0,0,0,0,0,0,28,56,0,0,0,0,0,0,84,0
1769537903.4294574,LEFT,0,0,0,0,0,0,28,56,0,0,0,0,0,0,84,0
1769537903.630464,LEFT,0,0,0,0,0,0,28,56,0,0,0,0,0,0,84,0
1769537903.831727,LEFT,0,0,0,0,0,0,70,28,0,0,0,0,0,0,98,0
1769537904.0326,LEFT,0,0,0,0,0,0,70,28,0,0,0,0,0,0,98,0
1769537904.233938,LEFT,0,0,0,0,0,0,70,28,0,0,0,0,0,0,98,0
1769537904.4351182,LEFT,0,0,0,0,0,0,70,28,0,0,0,0,0,0,98,0
1769537904.6361866,LEFT,0,0,0,0,0,0,70,28,0,0,0,0,0,0,98,0
1769537904.8374207,LEFT,0,0,0,0,0,0,20,19,0,0,0,0,0,0,39,0
1769537905.0385315,LEFT,0,0,0,0,0,0,20,19,0,0,0,0,0,0,39,0
1769537905.2396092,LEFT,0,0,0,0,0,0,20,19,0,0,0,0,0,0,39,0
1769537905.4409285,LEFT,0,0,0,0,0,0,20,19,0,0,0,0,0,0,39,0
1769537905.642627,LEFT,0,0,0,0,0,0,20,19,0,0,0,0,0,0,39,0
1769537905.8440034,LEFT,0,0,0,0,0,0,32,34,0,0,0,0,0,0,66,0
1769537906.0447628,LEFT,0,0,0,0,0,0,32,34,0,0,0,0,0,0,66,0
1769537906.2461996,LEFT,0,0,0,0,0,0,32,34,0,0,0,0,0,0,66,0
1769537906.447163,LEFT,0,0,0,0,0,0,32,34,0,0,0,0,0,0,66,0
1769537906.648124,LEFT,0,0,0,0,0,0,32,34,0,0,0,0,0,0,66,0
1769537906.849351,LEFT,0,0,0,0,0,0,32,34,0,0,0,0,0,0,66,0
1769537907.0506995,LEFT,0,0,0,0,0,0,52,34,0,0,0,0,0,0,86,0
1769537907.2515297,LEFT,0,0,0,0,0,0,52,34,0,0,0,0,0,0,86,0
1769537907.452801,LEFT,0,0,0,0,0,0,52,34,0,0,0,0,0,0,86,0
1769537907.6541426,LEFT,0,0,0,0,0,0,52,34,0,0,0,0,0,0,86,0
1769537907.8552978,LEFT,0,0,0,0,0,0,52,34,0,0,0,0,0,0,86,0
1769537908.056911,LEFT,0,0,0,0,0,0,66,10,0,0,0,0,0,0,76,0
1769537908.2581437,LEFT,0,0,0,0,0,0,66,10,0,0,0,0,0,0,76,0
1769537908.4592795,LEFT,0,0,0,0,0,0,66,10,0,0,0,0,0,0,76,0
1769537908.6603935,LEFT,0,0,0,0,0,0,66,10,0,0,0,0,0,0,76,0
1769537908.86151,LEFT,0,0,0,0,0,0,66,10,0,0,0,0,0,0,76,0
1769537909.062929,LEFT,0,0,0,0,0,0,19,25,0,0,0,0,0,0,44,0
1769537909.2641609,LEFT,0,0,0,0,0,0,19,25,0,0,0,0,0,0,44,0
1769537909.4652388,LEFT,0,0,0,0,0,0,19,25,0,0,0,0,0,0,44,0
1769537909.6665654,LEFT,0,0,0,0,0,0,19,25,0,0,0,0,0,0,44,0
1769537909.867889,LEFT,0,0,0,0,0,0,19,25,0,0,0,0,0,0,44,0
1769537910.0691192,LEFT,0,0,0,0,0,0,19,25,0,0,0,0,0,0,44,0
1769537910.270487,LEFT,0,0,0,0,0,0,43,23,0,0,0,0,0,0,66,0
1769537910.4717038,LEFT,0,0,0,0,0,0,43,23,0,0,0,0,0,0,66,0
1769537910.6728835,LEFT,0,0,0,0,0,0,43,23,0,0,0,0,0,0,66,0
1769537910.8736231,LEFT,0,0,0,0,0,0,43,23,0,0,0,0,0,0,66,0
1769537911.074912,LEFT,0,0,0,0,0,0,43,23,0,0,0,0,0,0,66,0
1769537911.2761276,LEFT,0,0,0,0,0,0,45,37,0,0,0,0,0,0,82,0
1769537911.477069,LEFT,0,0,0,0,0,0,45,37,0,0,0,0,0,0,82,0
1769537911.678384,LEFT,0,0,0,0,0,0,45,37,0,0,0,0,0,0,82,0
1769537911.8796911,LEFT,0,0,0,0,0,0,45,37,0,0,0,0,0,0,82,0
1769537912.0809426,LEFT,0,0,0,0,0,0,45,37,0,0,0,0,0,0,82,0
1769537912.2819345,LEFT,0,0,0,0,0,0,67,48,0,0,0,0,0,0,115,0
1769537912.4831967,LEFT,0,0,0,0,0,0,67,48,0,0,0,0,0,0,115,0
1769537912.6845388,LEFT,0,0,0,0,0,0,67,48,0,0,0,0,0,0,115,0
1769537912.8859222,LEFT,0,0,0,0,0,0,67,48,0,0,0,0,0,0,115,0
1769537913.08737,LEFT,0,0,0,0,0,0,67,48,0,0,0,0,0,0,115,0
1769537913.2883878,LEFT,0,0,0,0,0,0,26,27,0,0,0,0,0,0,53,0
1769537913.4894726,LEFT,0,0,0,0,0,0,26,27,0,0,0,0,0,0,53,0
1769537913.691072,LEFT,0,0,0,0,0,0,26,27,0,0,0,0,0,0,53,0
1769537913.8922725,LEFT,0,0,0,0,0,0,26,27,0,0,0,0,0,0,53,0
1769537914.0940146,LEFT,0,0,0,0,0,0,26,27,0,0,0,0,0,0,53,0
1769537914.295339,LEFT,0,0,0,0,0,0,26,27,0,0,0,0,0,0,53,0
1769537914.4964056,LEFT,0,0,0,0,0,0,27,38,0,0,0,0,0,0,65,0
1769537914.6978664,LEFT,0,0,0,0,0,0,27,38,0,0,0,0,0,0,65,0
1769537914.8989747,LEFT,0,0,0,0,0,0,27,38,0,0,0,0,0,0,65,0
1769537915.1002898,LEFT,0,0,0,0,0,0,27,38,0,0,0,0,0,0,65,0
1769537915.301027,LEFT,0,0,0,0,0,0,27,38,0,0,0,0,0,0,65,0
1769537915.5021145,LEFT,0,0,0,0,0,0,79,13,0,0,0,0,0,0,92,0
1769537915.7032716,LEFT,0,0,0,0,0,0,79,13,0,0,0,0,0,0,92,0
1769537915.9045134,LEFT,0,0,0,0,0,0,79,13,0,0,0,0,0,0,92,0
1769537916.105492,LEFT,0,0,0,0,0,0,79,13,0,0,0,0,0,0,92,0
1769537916.306653,LEFT,0,0,0,0,0,0,79,13,0,0,0,0,0,0,92,0
1769537916.5078366,LEFT,0,0,0,0,0,0,49,23,0,0,0,0,0,0,72,0
1769537916.709456,LEFT,0,0,0,0,0,0,49,23,0,0,0,0,0,0,72,0
1769537916.9103453,LEFT,0,0,0,0,0,0,49,23,0,0,0,0,0,0,72,0
1769537917.1113365,LEFT,0,0,0,0,0,0,49,23,0,0,0,0,0,0,72,0
1769537917.312795,LEFT,0,0,0,0,0,0,49,23,0,0,0,0,0,0,72,0
1769537917.51383,LEFT,0,0,0,0,0,0,49,23,0,0,0,0,0,0,72,0
1769537917.7149463,LEFT,0,0,0,0,0,0,61,20,0,0,0,0,0,0,81,0
1769537917.9158814,LEFT,0,0,0,0,0,0,61,20,0,0,0,0,0,0,81,0
1769537918.1173553,LEFT,0,0,0,0,0,0,61,20,0,0,0,0,0,0,81,0
1769537918.3184054,LEFT,0,0,0,0,0,0,61,20,0,0,0,0,0,0,81,0
1769537918.5194483,LEFT,0,0,0,0,0,0,61,20,0,0,0,0,0,0,81,0
1769537918.7206788,LEFT,0,0,0,0,0,0,20,25,0,0,0,0,0,0,45,0
1769537918.9215038,LEFT,0,0,0,0,0,0,20,25,0,0,0,0,0,0,45,0
1769537919.1226013,LEFT,0,0,0,0,0,0,20,25,0,0,0,0,0,0,45,0
1769537919.3232892,LEFT,0,0,0,0,0,0,20,25,0,0,0,0,0,0,45,0
1769537919.5242748,LEFT,0,0,0,0,0,0,20,25,0,0,0,0,0,0,45,0
1769537919.7253733,LEFT,0,0,0,0,0,0,17,29,0,0,0,0,0,0,46,0
1769537919.9263637,LEFT,0,0,0,0,0,0,17,29,0,0,0,0,0,0,46,0
1769537920.1278315,LEFT,0,0,0,0,0,0,17,29,0,0,0,0,0,0,46,0
1769537920.3285556,LEFT,0,0,0,0,0,0,17,29,0,0,0,0,0,0,46,0
1769537927.5966084,RIGHT,0,0,0,0,0,0,0,0,45,25,0,0,0,0,0,70
1769537927.7977586,RIGHT,0,0,0,0,0,0,0,0,45,25,0,0,0,0,0,70
1769537927.9992309,RIGHT,0,0,0,0,0,0,0,0,45,25,0,0,0,0,0,70
1769537928.2006063,RIGHT,0,0,0,0,0,0,0,0,36,38,0,0,0,0,0,74
1769537928.401493,RIGHT,0,0,0,0,0,0,0,0,36,38,0,0,0,0,0,74
1769537928.6023574,RIGHT,0,0,0,0,0,0,0,0,36,38,0,0,0,0,0,74
1769537928.8031852,RIGHT,0,0,0,0,0,0,0,0,36,38,0,0,0,0,0,74
